entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_publicacion,origen_barrido,grupo,ambito,cuenta_indicador,nivel_relacion,motivo_relacion,regla_persona_natural,anterior_al_sismo,plataforma,es_ungrd,fecha_efectiva,revisada,revision_nota,revision_revisor,revision_fecha,primera_vez_visto,ultima_revision
GOBERNACION DEL VALLE DEL CAUCA - DADI,8903990295,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10860832,DADI-DPS-1240-2026,702376260,CO1.BDOS.10677522,PRESTACION DE SERVICIOS,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ABOGADA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA,Presentación de oferta,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,6500000,Contratación directa,Servicios profesionales y apoyo a la gestión,1,Mes(es),Cali,DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO INSTITUCIONAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10715755,702376260,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-14,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10960801,4161.010.32.1.1239.2026,703282152,CO1.BDOS.10776805,PRESTACION DE SERVICIOS PROFESIONALES,"Prestación de Servicios Profesionales como Ingeniero Civil en la Secretaría de
Seguridad y Justicia.",Presentación de oferta,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,16989000,Contratación directa,Servicios profesionales y apoyo a la gestión,92,día(s),Cali,Secretaría de Seguridad y Justicia,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10814558,703282152,Presentación de oferta,,,,,,,departamento+nit,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-01,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10918112,SED-1165-2026,709360457,CO1.BDOS.10734441,PRESTACION DE SERVICIOS PROFESIONALES,PRESTAR LOS SERVICIOS COMO PROFESIONAL EN LA SECRETARÍA DE EDUCACIÓN DEL VALLE DEL CAUCA,Presentación de oferta,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,4000000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,día(s),No Aplica,SECRETARIA DE EDUCACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10778675,709360457,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-26,False,,,,2026-08-29 02:56:56,2026-09-06 11:23:43
GOBERNACION DEL VALLE - SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,890399029,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10900400,1.410-19.13-0826,704258359,CO1.BDOS.10717307,PRESTAR LOS SERVICIOS EN LA SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,"PRESTAR LOS SERVICIOS EN LA SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA, PARA EL DESARROLLO DEL PROYECTO DE INVERSIÓN DENOMINADO:  FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL PARA LA GESTION Y EVALUACION DE PLANES DE CONVIVENCIA, SEGURIDAD Y DERECHOS HUMANOS EN EL VALLE DEL CAUCA .",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,283000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,PRESTACIÓN DE SERVICIOS,0,0,0,0,0,0,0,0,1,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10755803,704258359,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10887926,4151.010.32.1.1283-2026,702511981,CO1.BDOS.10704367,CONTRATACION DIRECTA - PRESTACION DE SERVICIOS,Prestar los servicios profesionales especializados con el fin de brindar soporte a las actividades adelantadas en la Secretaría de Infraestructura del proyecto denominado BP-26005375  RECUPERACIÓN DE LA INFRAESTRUCTURA VIAL DE SANTIAGO DE CALI,Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,12494000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SECRETARIA DE INFRAESTRUCTURA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10743508,702511981,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
GOBERNACION DEL VALLE - SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,890399029,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10902294,1.410.19.13-2208,704258359,CO1.BDOS.10718581,PRESTACIÓN DE SERVICIOS PARA LA SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,PRESTACIÓN DE SERVICIOS PARA LA SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,Presentación de oferta,2026-08-22T00:00:00.000,2026-08-22T00:00:00.000,2026-08-22T00:00:00.000,7000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10757205,704258359,Presentación de oferta,,,,,,,departamento+nit,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-22,False,,,,2026-08-23 21:40:22,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE PAZ Y CULTURA CIUDADANA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10890340,4164.010.32.1.0795-2026,702364142,CO1.BDOS.10706600,Prestación de servicios profesionales especializados a la Secretaría de Paz y Cultura Ciudadana.,"Prestación de servicios profesionales especializados a la Secretaría de Paz y Cultura Ciudadana para el desarrollo del proyecto denominado:Implementación del programa de prevención de violencias, construcción de paz y resolución pacífica de los conflictos  'Cali Pazcífica'  en el Distrito de Santiago de Cali.",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,12494000,Contratación directa,Servicios profesionales y apoyo a la gestión,56,día(s),Cali,Secretaría de Paz y Cultura Ciudadana,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10754756,702364142,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
GOBVALLE - HACIENDA,8903990295,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10908533,DAHFP-CDPS-0060-2026,709374037,CO1.BDOS.10725404,PRESTACIÓN DE SERVICIOS PROFESIONALES,"Prestar Servicios Profesionales como Abogado,  en el Departamento Administrativo de Hacienda y Finanzas Públicas del Departamento del Valle del Cauca, para dar cumplimiento al objetivo general y específico del proyecto denominado:  DESARROLLO DEL ACUERDO DE REESTRUCTURACIÓN DE PASIVOS Y SUS RESPONSABILIDADES CONTINGENTES EN EL DEPARTAMENTO DEL VALLE DEL CAUCA .",Presentación de oferta,2026-08-24T00:00:00.000,2026-08-24T00:00:00.000,2026-08-24T00:00:00.000,15000000,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),Cali,SUBDIRECCION TECNICA JURIDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80101706,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10762451,709374037,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-24,False,,,,2026-08-27 06:35:51,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL- UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE BIENES Y SERVICIOS - CALI,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10887586,4181.010.26.1.613-2026,702825183,CO1.BDOS.10704322,CONTRATO PS 2026,"Prestar los servicios de apoyo a la gestión, con el fin de ejecutar las actividades en la Unidad Administrativa Especial de Gestión de Bienes y Servicios, teniendo como fuente de financiación recursos propios.",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,16275000,Contratación directa,Servicios profesionales y apoyo a la gestión,103,día(s),No Aplica,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE BIENES Y SERVICIOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10748496,702825183,Presentación de oferta,,,,,,,departamento+nit,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
DEPARTAMENTO ADMINISTRATIVO DE GESTION DEL MEDIO AMBIENTE DAGMA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10873487,4133.010.32.1.1765-2026,702418120,CO1.BDOS.10690706,PRESTACION DE SERVICIOS PROFESIONALES,Prestar los servicios profesionales con el fin de brindar soporte a las actividades adelantadas en el Departamento Administrativo de Gestión del Medio Ambiente - DAGMA en la ejecución del proyecto FORTALECIMIENTO DE LOS SERVICIOS DEL LABORATORIO Y LAS REDES DE MONITOREO AMBIENTAL EN SANTIAGO DE CALI BP-26005273. - CONSERVACIÓN DE LA ESTRUCTURA ECOLÓGICA PRINCIPAL DE SANTIAGO DE CALI - BP-26005491,Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,9610000,Contratación directa,Servicios profesionales y apoyo a la gestión,42,día(s),Cali,Departamento Administrativo de Gestion del Medio Ambiente - DAGMA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10729136,702418120,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-21 09:07:06,2026-09-06 11:23:43
SECRETARIA DE CULTURA VALLE,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10872573,1.230.19.13-9042-2026,704258193,CO1.BDOS.10689385,PS GUSTAVO ADOLFO BALANTA GONZALEZ,"Prestar los servicios profesionales en la Secretaría de Cultura para la atención al proyecto denominado APOYO A LOS PROCESOS DE FOMENTO, ESTÍMULOS, PROMOCIÓN, CIRCULACIÓN Y DESARROLLO DE LA CULTURA, LAS ARTES, LA ACTIVIDAD LITERARIA Y LOS SABERES DEL VALLE DEL CAUCA.",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,7000000,Contratación directa,Servicios profesionales y apoyo a la gestión,1,Mes(es),Cali,CULTURA VALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10727776,704258193,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-21 09:07:06,2026-09-06 11:23:43
SECRETARIA DE PAZ TERRITORIAL Y RECONCILIACIÓN,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10852292,SPTR-PS-099-2026,709888572,CO1.BDOS.10669421,Prestación de servicios de apoyo a la gestión,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA SECRETARÍA DE PAZ TERRITORIAL Y RECONCILIACIÓN EN EL MARCO DEL PROYECTO IDENTIFICACIÓN DE INICIATIVAS SOCIO COMUNITARIAS DE CONSTRUCCIÓN DE PAZ EN EL DEPARTAMENTO VALLE DEL CAUCA,Presentación de oferta,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,3000000,Contratación directa,Servicios profesionales y apoyo a la gestión,18,día(s),Cali,SECRETARIA DE PAZ TERRITORIAL Y RECONCILIACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10711953,709888572,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-14,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10822237,1.120.80.19.13-0455-2026,707720215,CO1.BDOS.10639316,PRESTACION DE SERVICIOS PROFESIONALES,"PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS, RENTAS Y GESTIÓN TRIBUTARIA DEL DEPARTAMENTO DEL VALLE DEL CAUCA EN  CUMPLIMIENTO DEL PROYECTO DE INVERSIÓN: MEJORAMIENTO FINANCIERO EN EL MARCO DEL PROGRAMA ANTICOTRABANDO EN EL DEPARTAMENTO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,8000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),No Aplica,UNIDAD DE RENTAS / GOBERNACION DEL VALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10724005,707720215,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-19 21:33:02,2026-09-06 11:23:43
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10919147,SED-1169-2026,709360457,CO1.BDOS.10735265,PRESTACION DE SERVICIOS PROFESIONALES,PRESTAR LOS SERVICIOS COMO PROFESIONAL EN LA SECRETARÍA DE EDUCACIÓN DEL VALLE DEL CAUCA,Presentación de oferta,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,6000000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,día(s),No Aplica,SECRETARIA DE EDUCACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10777854,709360457,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-26,False,,,,2026-08-28 08:00:12,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10888090,4151.010.32.1.1281-2026,702511981,CO1.BDOS.10704795,PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN,Prestar los servicios de apoyo a la gestión con el fin de brindar soporte a las actividades adelantadas en la Secretaría de Infraestructura del proyecto denominado BP-26005375  RECUPERACIÓN DE LA INFRAESTRUCTURA VIAL DE SANTIAGO DE CALI,Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,5585200,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),Cali,SECRETARIA DE INFRAESTRUCTURA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10742987,702511981,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
DEPARTAMENTO ADMINISTRATIVO DE GESTION DEL MEDIO AMBIENTE DAGMA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10874924,4133.010.32.1.1772-2026,702418120,CO1.BDOS.10691723,PS CALIDAD,"Prestar los servicios Tecnicos con el fin de brindar soporte a las actividades adelantadas en el Departamento Administrativo de Gestión del Medio Ambiente - DAGMA en la ejecución del proyecto MEJORAMIENTO DE LA INSPECCIÓN, VIGILANCIA Y CONTROL AMBIENTAL EN SANTIAGO DE CALI BP-26005379",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,3551000,Contratación directa,Servicios profesionales y apoyo a la gestión,13,día(s),Cali,Departamento Administrativo de Gestion del Medio Ambiente - DAGMA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10730116,702418120,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-21 09:07:06,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10956544,4151.010.32.1.1292-2026,702511981,CO1.BDOS.10772321,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN TÉCNICA; LOGÍSTICA Y OPERATIVA DE LA SECRETARÍA DE INFRAESTRUCTURA PARA LA PROVISIÓN DE TALENTO HUMANO Y EQUIPOS EN DESARROLLO DEL PROYECTO BP-26005375,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN TÉCNICA, LOGÍSTICA Y OPERATIVA DE LA SECRETARÍA DE INFRAESTRUCTURA PARA LA PROVISIÓN DE TALENTO HUMANO Y EQUIPOS EN DESARROLLO DEL PROYECTO BP-26005375 RECUPERACIÓN DE LA INFRAESTRUCTURA VIAL DEL DISTRITO ESPECIAL DEPORTIVO CULTURAL TURÍSTICO EMPRESARIAL Y DE SERVICIOS DE SANTIAGO DE CALI.",Fase de ofertas,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,2026-08-31T00:00:00.000,1900000000,Contratación directa,Servicios profesionales y apoyo a la gestión,30,día(s),Cali,SECRETARIA DE INFRAESTRUCTURA,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111615,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10811140,702511981,Fase de ofertas,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-01,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10967231,1.220.20.04.497-2026,709404925,CO1.BDOS.10782637,Biomedico Yotoco,"AUNAR ESFUERZOS TÉCNICOS Y ADMINISTRATIVOS ENTRE LA E.S.E HOSPITAL LOCAL DEL MUNICIPIO DE YOTOCO Y EL DEPARTAMENTO DEL VALLE DEL CAUCA - SECRETARIA DE SALUD PARA EL FORTALECIMIENTO DE LA RED DE PRESTACIÓN DE SERVICIOS DE SALUD MEDIANTE LA COFINANCIACIÓN DEL PROYECTO DE INVERSIÓN DENOMINADO  FORTALECIMIENTO DE LA CAPACIDAD RESOLUTIVA MEDIANTE LA ADQUISICIÓN DE DOTACIÓN BIOMÉDICA PARA EL HOSPITAL LOCAL DEL MUNICIPIO DE YOTOCO E.S.E., VALLE DEL CAUCA.",Presentación de oferta,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,20620748,Contratación Directa (con ofertas),Contratos o convenios Interadministrativos (con valor),5,Mes(es),Cali,SECRETARIA DEPARTAMENTAL DE SALUD DEL VALLE,1,1,0,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.2689932,704247436,No Definido,No Definido,20620748,LUIS ALEJANDRO AMBUILA URRUTIA,HOSPITAL LOCAL YOTOCO,No Definido,V1.85101705,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10822872,709404925,Adjudicado,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-03T00:00:00.000,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
